ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.en.40.1,carpet bombing,None,EN,Brussels officials reacted with anger to what one described as “carpet bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “wide-ranging attack” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,1,,
train_one_shot.en.40.2,carpet bombing,None,EN,Brussels officials reacted with anger to what one described as “carpet bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “rug bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,None,Brussels officials reacted with anger to what one described as “wide-ranging attack” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “rug bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.
train_one_shot.en.40.3,carpet bombing,None,EN,Brussels officials reacted with anger to what one described as “carpet bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “massive bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,None,Brussels officials reacted with anger to what one described as “wide-ranging attack” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “massive bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.
train_one_shot.en.40.4,carpet bombing,None,EN,Brussels officials reacted with anger to what one described as “carpet bombing” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “inundate” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,None,Brussels officials reacted with anger to what one described as “wide-ranging attack” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.,Brussels officials reacted with anger to what one described as “inundate” by London and warned the move could mark the end of any serious attempts at negotiating an orderly British exit from the world’s largest trading bloc.
train_one_shot.en.41.1,tennis elbow,None,EN,"DTF for tennis elbow is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.","DTF for elbow injury is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.",1,,
train_one_shot.en.41.2,tennis elbow,None,EN,"DTF for tennis elbow is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.","DTF for squash elbow is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.",None,"DTF for elbow injury is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion.","DTF for squash elbow is applied as follows.9,10 Position the patient comfortably with the elbow fully supinated and in 90° of flexion."
train_one_shot.en.42.1,market place,None,EN,"Although the height of the buildings is different today, the shape of the market place is recognisable.","Although the height of the buildings is different today, the shape of the market is recognisable.",1,,
train_one_shot.en.43.1,subway system,None,EN,The concept of an underground subway system for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,The concept of an underground metro for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,1,,
train_one_shot.en.43.2,subway system,None,EN,The concept of an underground subway system for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,The concept of an underground underground structure for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,None,The concept of an underground metro for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.,The concept of an underground underground structure for Metro Manila was first proposed in 1973 by the forerunner of the current Japan International Cooperation Agency.
train_one_shot.en.44.1,prison term,None,EN,Now Johnson faces a 10-year prison term after he pleaded guilty on Wednesday morning to being an accomplice to aggravated manslaughter in Bugg’s killing.,Now Johnson faces a 10-year prison sentence after he pleaded guilty on Wednesday morning to being an accomplice to aggravated manslaughter in Bugg’s killing.,1,,
train_one_shot.en.45.1,time difference,None,EN,"That's the time difference between each heartbeat, and Apple Watches already collect that information.","That's the time gap between each heartbeat, and Apple Watches already collect that information.",1,,
train_one_shot.en.45.2,time difference,None,EN,"That's the time difference between each heartbeat, and Apple Watches already collect that information.","That's the date variation between each heartbeat, and Apple Watches already collect that information.",None,"That's the time gap between each heartbeat, and Apple Watches already collect that information.","That's the date variation between each heartbeat, and Apple Watches already collect that information."
train_one_shot.en.45.3,time difference,None,EN,"As soon as Yar Zar is able to adjust to the time difference, they plan on going down to the courthouse immediately so he can start working as soon as possible.","As soon as Yar Zar is able to adjust to the date variation, they plan on going down to the courthouse immediately so he can start working as soon as possible.",1,,
train_one_shot.en.45.4,time difference,None,EN,"As soon as Yar Zar is able to adjust to the time difference, they plan on going down to the courthouse immediately so he can start working as soon as possible.","As soon as Yar Zar is able to adjust to the time gap, they plan on going down to the courthouse immediately so he can start working as soon as possible.",None,"As soon as Yar Zar is able to adjust to the date variation, they plan on going down to the courthouse immediately so he can start working as soon as possible.","As soon as Yar Zar is able to adjust to the time gap, they plan on going down to the courthouse immediately so he can start working as soon as possible."
train_one_shot.en.46.1,pocket book,None,EN,"With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every pocket book.","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every paperback.",1,,
train_one_shot.en.46.2,pocket book,None,EN,"With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every pocket book.","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every book .",None,"With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every paperback.","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every book ."
train_one_shot.en.46.3,pocket book,None,EN,"With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every pocket book.","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every wallet.",None,"With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every paperback.","With the internet, social media, the opening of bookstore chains, and the new tradition of book signing events in the early 2000s, his readers got to know the man whose small picture adorned the back of every wallet."
train_one_shot.en.47.1,record book,None,EN,"The society announced it has acquired an 18th-century tax record book for the fourth Precinct of Dedham, the area that is now Dover.","The society announced it has acquired an 18th-century tax log book for the fourth Precinct of Dedham, the area that is now Dover.",1,,
train_one_shot.en.48.1,front man,None,EN,"The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the front man for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil.","The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the representative for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil.",1,,
train_one_shot.en.48.2,front man,None,EN,"The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the front man for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil.","The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the man at the front for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil.",None,"The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the representative for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil.","The sanctions target people and businesses linked to Alex Saab, a Colombian businessman who U.S. officials say is the man at the front for Maduro responsible for everything from the importation of food to the export of the nation’s crude oil."
train_one_shot.en.49.1,research lab,None,EN,"One of China's top virus research labs, the Wuhan Institute of Virology built an archive of genetic information about bat coronaviruses after the 2003 outbreak of Severe Acute Respiratory Syndrome.","One of China's top virus research facilitys, the Wuhan Institute of Virology built an archive of genetic information about bat coronaviruses after the 2003 outbreak of Severe Acute Respiratory Syndrome.",1,,
train_one_shot.gl.1.1,aire libre,None,GL,"O Festival celébrase na praia de Doniños (Ferrol), ao aire libre e é totalmente gratuito.","O Festival celébrase na praia de Doniños (Ferrol), ao exterior e é totalmente gratuito.",1,,
train_one_shot.gl.1.2,aire libre,None,GL,"O Festival celébrase na praia de Doniños (Ferrol), ao aire libre e é totalmente gratuito.","O Festival celébrase na praia de Doniños (Ferrol), ao osíxeno ceibe e é totalmente gratuito.",None,"O Festival celébrase na praia de Doniños (Ferrol), ao exterior e é totalmente gratuito.","O Festival celébrase na praia de Doniños (Ferrol), ao osíxeno ceibe e é totalmente gratuito."
train_one_shot.gl.2.1,ataque cardíaco,None,GL,Turgut Özal morreu dun ataque cardíaco en 1993 e Demirel Suleyman foi elixido presidente.,Turgut Özal morreu dun infarto en 1993 e Demirel Suleyman foi elixido presidente.,1,,
train_one_shot.gl.2.2,ataque cardíaco,None,GL,Turgut Özal morreu dun ataque cardíaco en 1993 e Demirel Suleyman foi elixido presidente.,Turgut Özal morreu dun agresión cardíaca en 1993 e Demirel Suleyman foi elixido presidente.,None,Turgut Özal morreu dun infarto en 1993 e Demirel Suleyman foi elixido presidente.,Turgut Özal morreu dun agresión cardíaca en 1993 e Demirel Suleyman foi elixido presidente.
train_one_shot.gl.3.1,auditoría externa,None,GL,A empresa AENOR levou a cabo en 2018 a auditoría externa de renovación da certificación do sistema de xestión da ACSUG.,A empresa AENOR levou a cabo en 2018 a inspección externa de renovación da certificación do sistema de xestión da ACSUG.,1,,
train_one_shot.gl.4.1,aviso amarelo,None,GL,"Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá aviso amarelo.","Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá alerta de nivel baixo.",1,,
train_one_shot.gl.4.2,aviso amarelo,None,GL,"Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá aviso amarelo.","Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá alerta amarela.",None,"Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá alerta de nivel baixo.","Doutra banda, a AEMET activou avisos por fenómenos costeiros en boa parte do litoral, de modo que o risco importante afectará á Coruña e Lugo, mentres que Pontevedra terá alerta amarela."
train_one_shot.gl.5.1,banda ancha,None,GL,"Provistos de banda ancha de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador.","Provistos de banda grosa de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador.",1,,
train_one_shot.gl.5.2,banda ancha,None,GL,"Provistos de banda ancha de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador.","Provistos de internet rápida de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador.",None,"Provistos de banda grosa de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador.","Provistos de internet rápida de carga que permite a reposición de penso con grande facilidade, así como a distribución homoxénea do alimento durante as 12 horas do ciclo controlado polo temporizador."
train_one_shot.gl.5.3,banda ancha,None,GL,"O acceso a internet de banda ancha é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.","O acceso a internet de internet rápida é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.",1,,
train_one_shot.gl.5.4,banda ancha,None,GL,"O acceso a internet de banda ancha é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.","O acceso a internet de banda grosa é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.",None,"O acceso a internet de internet rápida é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.","O acceso a internet de banda grosa é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información."
train_one_shot.gl.6.1,banda sonora,None,GL,"Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na banda sonora da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés.","Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na cancións dun filme da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés.",1,,
train_one_shot.gl.6.2,banda sonora,None,GL,"Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na banda sonora da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés.","Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na faixa acústica da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés.",None,"Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na cancións dun filme da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés.","Aínda que nun principio o álbum so ía ter cancións en portugués, o segundo sinxelo do álbum, que participou na faixa acústica da telenovela ""Santa Bárbara"", chamado ""Strong for Too Long"" é totalmente en inglés."
train_one_shot.gl.7.1,bandeiras negras,None,GL,"Podes ver aquí, un por un, os puntos e bandeiras negras outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).","Podes ver aquí, un por un, os puntos e praia contaminada outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).",1,,
train_one_shot.gl.7.2,bandeiras negras,None,GL,"Podes ver aquí, un por un, os puntos e bandeiras negras outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).","Podes ver aquí, un por un, os puntos e bandeira de cor negra outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).",None,"Podes ver aquí, un por un, os puntos e praia contaminada outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).","Podes ver aquí, un por un, os puntos e bandeira de cor negra outorgadas a Galiza por Ecoloxistas en Acción (páxina 63)."
train_one_shot.gl.7.3,bandeiras negras,None,GL,"Podes ver aquí, un por un, os puntos e bandeiras negras outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).","Podes ver aquí, un por un, os puntos e sinal de protesto outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).",None,"Podes ver aquí, un por un, os puntos e praia contaminada outorgadas a Galiza por Ecoloxistas en Acción (páxina 63).","Podes ver aquí, un por un, os puntos e sinal de protesto outorgadas a Galiza por Ecoloxistas en Acción (páxina 63)."
train_one_shot.gl.7.4,bandeiras negras,None,GL,Colectivos ecoloxistas colocan bandeiras negras en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,Colectivos ecoloxistas colocan bandeira de cor negra en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,1,,
train_one_shot.gl.7.5,bandeiras negras,None,GL,Colectivos ecoloxistas colocan bandeiras negras en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,Colectivos ecoloxistas colocan praia contaminada en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,None,Colectivos ecoloxistas colocan bandeira de cor negra en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,Colectivos ecoloxistas colocan praia contaminada en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.
train_one_shot.gl.7.6,bandeiras negras,None,GL,Colectivos ecoloxistas colocan bandeiras negras en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,Colectivos ecoloxistas colocan sinal de protesto en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,None,Colectivos ecoloxistas colocan bandeira de cor negra en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,Colectivos ecoloxistas colocan sinal de protesto en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.
train_one_shot.gl.8.1,brazos abertos,None,GL,"As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos brazos abertos.","As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos cordialmente.",1,,
train_one_shot.gl.8.2,brazos abertos,None,GL,"As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos brazos abertos.","As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos brazos separados.",None,"As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos cordialmente.","As razóns, segundo a editorial, son unha mestura de cultura, natureza e hospitalidade vibrante entre un pobo que recibe ao visitante cos brazos separados."
train_one_shot.gl.9.1,burato negro,None,GL,"Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un burato negro estelar.","Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un obxecto celeste estelar.",1,,
train_one_shot.gl.9.2,burato negro,None,GL,"Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un burato negro estelar.","Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un burato de cor negra estelar.",None,"Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un obxecto celeste estelar.","Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un burato de cor negra estelar."
train_one_shot.gl.9.3,burato negro,None,GL,"Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un burato negro estelar.","Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un débeda económica estelar.",None,"Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un obxecto celeste estelar.","Se se acumula materia a densidade nuclear (a densidade que hai no núcleo dun átomo, que é duns 1018 kg/m3; densidade que tamén se alcanza nunha estrela e neutróns), esta acumulación estará dentro do seu propio raio de Schwarzschild cunhas 3 masas solares e sería un débeda económica estelar."
train_one_shot.gl.10.1,camisa branca,None,GL,"Ten só dous pelos na cabeza, e leva unha camisa branca e un pantalón vermello, se ben nos primeiros anos da súa publicación levaba unha gran pipa na boca e un atuendo similar ó de Sherlock Holmes.","Ten só dous pelos na cabeza, e leva unha camisa de cor branca e un pantalón vermello, se ben nos primeiros anos da súa publicación levaba unha gran pipa na boca e un atuendo similar ó de Sherlock Holmes.",1,,
train_one_shot.gl.11.1,casco antigo,None,GL,"Visitaron lugares como o casco antigo de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”.","Visitaron lugares como o parte histórica da cidade de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”.",1,,
train_one_shot.gl.11.2,casco antigo,None,GL,"Visitaron lugares como o casco antigo de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”.","Visitaron lugares como o casco protector vello de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”.",None,"Visitaron lugares como o parte histórica da cidade de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”.","Visitaron lugares como o casco protector vello de Pontedeume, onde coincidiron coa multitudinaria procesión do Domingo de Ramos, que alí chaman “a procesión da Borriquiña”."
train_one_shot.gl.12.1,centros educativos,None,GL,A Xunta ratifica o seu compromiso cos centros educativos galegos durante unha visita ao IES A Cañiza,A Xunta ratifica o seu compromiso cos institución educativa galegos durante unha visita ao IES A Cañiza,1,,
train_one_shot.gl.13.1,centro neurálxico,None,GL,"Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “centro neurálxico” o campo de fútbol de Grobas.","Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “lugar máis frecuentado” o campo de fútbol de Grobas.",1,,
train_one_shot.gl.13.2,centro neurálxico,None,GL,"Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “centro neurálxico” o campo de fútbol de Grobas.","Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “núcleo nervioso” o campo de fútbol de Grobas.",None,"Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “lugar máis frecuentado” o campo de fútbol de Grobas.","Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “núcleo nervioso” o campo de fútbol de Grobas."
train_one_shot.gl.14.1,cidade vella,None,GL,A cidade vella de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.,A parte histórica da cidade de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.,1,,
train_one_shot.gl.14.2,cidade vella,None,GL,A cidade vella de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.,A cidade ruinosa de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.,None,A parte histórica da cidade de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.,A cidade ruinosa de Salamanca foi declarada Patrimonio da Humanidade pola Unesco en 1988.
train_one_shot.gl.15.1,clases altas,None,GL,"As clases altas gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres.","As burguesía gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres.",1,,
train_one_shot.gl.15.2,clases altas,None,GL,"As clases altas gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres.","As categoria elevada gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres.",None,"As burguesía gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres.","As categoria elevada gozaban de máis lecer nos seus liceos e casinos, mentres os máis humildes xuntábanse no bar ou na taberna onde, polo xeral, aínda non entraban as mulleres."
train_one_shot.gl.16.1,días hábiles,None,GL,"En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 días hábiles, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral.","En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 día laborable, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral.",1,,
train_one_shot.gl.16.2,días hábiles,None,GL,"En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 días hábiles, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral.","En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 xornada habilidosa, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral.",None,"En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 día laborable, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral.","En virtude da aprobación provisional do estudo e conforme ao disposto no artigo 5.5 da vixente Lei 38/2015 do Sector Ferroviario, sométese a información pública devandito estudo por un período de 30 xornada habilidosa, contados a partir do día seguinte ao de publicación do presente anuncio no Boletín Oficial do Estado, para ser examinado polas persoas que o desexen, quen poderá formular observacións sobre a concepción global do trazado, na medida en que afecte o interese xeral."
train_one_shot.gl.17.1,enerxía limpa,None,GL,"Xa hai moitas edificacións nas que se instalaron bombas de calor para calefacción,auga quente sanitaria e climatización, é unha enerxía limpa e de probada eficiencia.","Xa hai moitas edificacións nas que se instalaron bombas de calor para calefacción,auga quente sanitaria e climatización, é unha enerxía non contaminante e de probada eficiencia.",1,,
train_one_shot.gl.18.1,fenda dixital,None,GL,As posibilidades de infotoxicación tamén son moitas e a fenda dixital unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.,As posibilidades de infotoxicación tamén son moitas e a diferenza de acceso a internet unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.,1,,
train_one_shot.gl.18.2,fenda dixital,None,GL,As posibilidades de infotoxicación tamén son moitas e a fenda dixital unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.,As posibilidades de infotoxicación tamén son moitas e a fendedura dactilar unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.,None,As posibilidades de infotoxicación tamén son moitas e a diferenza de acceso a internet unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.,As posibilidades de infotoxicación tamén son moitas e a fendedura dactilar unha evidencia que está xerar unha nova forma disparidade no acceso aos recursos da sociedade da información.
train_one_shot.gl.19.1,festa rachada,None,GL,En Ponteceso comezan catro días de festa rachada para competir con Muxía.,En Ponteceso comezan catro días de festa grande para competir con Muxía.,1,,
